host_id,host_name,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_category
5555793,Lindsay,Brooklyn,40.67857,-73.99485,Entire home/apt,140,3,3,0.06,2,0,medium
3251778,Megan,Brooklyn,40.67323,-73.9619,Entire home/apt,125,2,4,0.09,1,0,medium
32088026,Robert,Brooklyn,40.58479,-73.9388,Entire home/apt,109,1,0,0.0,1,0,medium
42008401,Adam,Queens,40.75403,-73.91814,Entire home/apt,140,1,9,0.19,1,0,medium
2762022,Skye,Brooklyn,40.69398,-73.9338,Private room,48,4,22,0.47,1,0,cheap
42030960,Michael,Brooklyn,40.63519,-74.02634,Entire home/apt,135,1,0,0.0,1,0,medium
30283594,Kara,Manhattan,40.76633,-73.98145,Entire home/apt,335,30,0,0.0,121,201,expensive
42034713,Olivia,Manhattan,40.72251,-73.99957,Private room,50,1,0,0.0,1,0,cheap
42043282,Arielle,Brooklyn,40.70335,-73.92891,Private room,70,2,1,0.02,1,0,cheap
4094837,Siebren,Queens,40.71111,-73.91689,Private room,52,10,8,0.17,1,36,cheap
42045746,Owen,Brooklyn,40.68935,-73.9127,Private room,45,1,1,0.02,1,0,cheap
4831239,Mariand,Queens,40.76583,-73.92878,Entire home/apt,75,1,0,0.0,1,0,cheap
39651842,Samantha,Manhattan,40.77285,-73.94715,Private room,110,1,0,0.0,1,0,medium
12720552,Julie,Brooklyn,40.70158,-73.92724,Private room,100,1,22,0.48,5,324,cheap
42073103,Brent,Queens,40.75535,-73.92609,Entire home/apt,100,2,4,0.09,1,0,cheap
1287826,Alexander,Brooklyn,40.67603,-73.96941,Entire home/apt,135,4,2,0.04,1,0,medium
17770287,Nina,Manhattan,40.76769,-73.95236,Entire home/apt,115,30,12,0.27,14,239,medium
5828974,Farah,Brooklyn,40.71147,-73.95312,Entire home/apt,150,6,2,0.04,1,0,medium
42082221,Katherine,Manhattan,40.83713,-73.94343,Private room,60,1,3,0.07,1,0,cheap
12739246,Pete,Brooklyn,40.68426,-73.95669,Entire home/apt,95,5,11,0.23,1,0,cheap
37801911,Marissa,Queens,40.75959,-73.92439,Entire home/apt,100,1,2,0.04,1,0,cheap
27331181,Telitha,Manhattan,40.74763,-73.9733,Entire home/apt,250,2,26,0.58,1,0,expensive
42125531,Michelle,Manhattan,40.75091,-73.99414,Shared room,200,1,0,0.0,1,0,expensive
27712561,Richard,Brooklyn,40.6834,-73.98549,Entire home/apt,150,3,0,0.0,1,0,medium
41112084,Aria,Brooklyn,40.68817,-73.96852,Entire home/apt,145,3,3,0.06,1,0,medium
13037911,Erica,Brooklyn,40.72124,-73.95847,Entire home/apt,250,1,54,1.15,1,365,expensive
43671,Anna,Brooklyn,40.68502,-73.99306,Entire home/apt,150,2,8,0.17,1,196,medium
15311573,Alicia And Zach,Brooklyn,40.65798,-73.95985,Private room,83,3,14,0.31,1,0,cheap
6491050,Zack,Brooklyn,40.71939,-73.94356,Entire home/apt,150,13,8,0.17,1,0,medium
30487854,Ben,Brooklyn,40.71067,-73.96005,Private room,68,5,14,0.3,2,10,cheap
34149113,Jeremy,Brooklyn,40.70227,-73.92362,Private room,50,2,0,0.0,1,0,cheap
5555793,Lindsay,Brooklyn,40.67705,-73.99607,Private room,65,1,3,0.06,2,0,cheap
42160853,Jessica,Brooklyn,40.68625,-73.93003,Private room,45,1,2,0.04,1,0,cheap
276042,Kathleen,Manhattan,40.72913,-74.00074,Private room,75,1,32,1.63,1,0,cheap
83834,Jill,Brooklyn,40.71381,-73.93619,Entire home/apt,115,7,0,0.0,1,0,medium
3318161,Etienne,Brooklyn,40.71212,-73.95888,Entire home/apt,170,3,36,0.77,1,1,expensive
975656,Jennifer,Brooklyn,40.66783,-73.93042,Entire home/apt,100,5,11,0.24,1,0,cheap
9835167,Abby,Manhattan,40.78129,-73.98572,Shared room,65,2,7,0.15,2,0,cheap
30529,Marianne,Brooklyn,40.67354,-73.96359,Entire home/apt,280,2,24,0.52,2,151,expensive
40536602,Rachel,Brooklyn,40.62022,-73.95622,Entire home/apt,65,7,0,0.0,1,0,cheap
42233780,Nicole,Brooklyn,40.69485,-73.96254,Entire home/apt,150,2,9,0.2,1,0,medium
3348610,Ronnie,Manhattan,40.75014,-73.99069,Entire home/apt,250,6,17,0.37,1,0,expensive
2119276,Host,Manhattan,40.74947,-73.98257,Entire home/apt,250,90,3,0.08,39,0,expensive
11360525,James,Queens,40.74667,-73.92361,Entire home/apt,130,5,4,0.09,1,0,medium
3491228,Courtney,Brooklyn,40.6529,-74.00399,Entire home/apt,80,10,2,0.04,1,0,cheap
42295490,CS,Manhattan,40.71608,-73.99425,Private room,72,4,12,0.25,2,0,cheap
16762482,Tessa Marie,Brooklyn,40.73219,-73.95776,Private room,49,1,16,0.34,1,0,cheap
21267483,Monica,Manhattan,40.77569,-73.98028,Entire home/apt,250,1,3,0.07,1,0,expensive
42309351,Lyuba,Manhattan,40.82987,-73.94625,Entire home/apt,77,15,2,0.04,1,0,cheap
24496111,Tessa,Manhattan,40.7331,-73.984,Private room,65,11,0,0.0,1,0,cheap
29338009,Guilherme,Manhattan,40.74921,-73.98445,Entire home/apt,185,7,17,0.36,1,0,expensive
38857566,Gabi,Manhattan,40.74042,-73.99714,Private room,100,1,2,0.04,1,0,cheap
42315851,Matthew,Brooklyn,40.66827,-73.93255,Private room,50,1,1,0.02,1,0,cheap
259826,Cass,Brooklyn,40.69312,-73.9236,Private room,50,1,1,0.02,1,0,cheap
20413250,Sara,Queens,40.76189,-73.9225,Private room,90,14,0,0.0,2,0,cheap
42320409,Timothy,Brooklyn,40.7076,-73.94072,Entire home/apt,87,1,3,0.07,1,0,cheap
12474780,Mike,Brooklyn,40.66948,-73.97797,Private room,30,1,6,0.14,1,0,cheap
21787440,YiChen,Manhattan,40.84074,-73.93544,Private room,65,1,11,0.24,2,0,cheap
10779300,Marlow,Manhattan,40.7383,-74.00602,Entire home/apt,150,4,0,0.0,1,0,medium
39921605,Rachel,Manhattan,40.80189,-73.96962,Private room,152,1,39,0.83,5,157,medium
312080,Gwen,Brooklyn,40.67427,-73.96511,Entire home/apt,150,3,28,0.6,1,168,medium
40082650,Momo,Manhattan,40.71555,-73.99298,Entire home/apt,300,3,30,0.66,1,87,expensive
20490026,Josie,Queens,40.74109,-73.91577,Private room,55,90,15,0.32,1,365,cheap
22221590,Danny,Brooklyn,40.68973,-73.98563,Private room,70,10,1,0.02,2,0,cheap
28185540,Ayse,Brooklyn,40.7083,-73.95473,Private room,60,1,4,0.1,1,0,cheap
2073942,Miriam,Brooklyn,40.67874,-73.96842,Entire home/apt,150,1,1,0.02,1,0,medium
42418809,Mallory,Manhattan,40.85563,-73.93509,Entire home/apt,74,1,3,0.07,1,0,cheap
1346505,Jovan  Zaga,Manhattan,40.72045,-73.99016,Entire home/apt,250,3,4,0.09,1,0,expensive
42237225,Orlando,Manhattan,40.80083,-73.95584,Private room,250,1,22,0.47,1,365,expensive
58546,Jason,Manhattan,40.79791,-73.96951,Entire home/apt,130,3,4,0.09,1,0,medium
42436366,Sun,Manhattan,40.7484,-73.97298,Private room,200,1,0,0.0,1,0,expensive
39921605,Rachel,Manhattan,40.80377,-73.96903,Private room,163,1,30,0.64,5,188,expensive
1229609,Glenn,Brooklyn,40.68581,-73.95218,Entire home/apt,125,3,2,0.06,1,0,medium
183594,Hannah,Brooklyn,40.71693,-73.94477,Entire home/apt,149,1,7,0.15,1,0,medium
42404417,Erin,Brooklyn,40.71848,-73.95834,Entire home/apt,135,4,54,1.17,1,158,medium
30283594,Kara,Manhattan,40.74465,-73.99253,Entire home/apt,129,30,3,0.07,121,161,medium
23027887,John,Brooklyn,40.72569,-73.95179,Private room,55,4,2,0.04,1,0,cheap
42524168,Peter,Manhattan,40.72351,-73.98288,Entire home/apt,110,4,6,0.13,1,0,medium
16396888,Emily,Brooklyn,40.71062,-73.95274,Entire home/apt,250,1,3,0.06,1,0,expensive
39084892,Devon,Manhattan,40.75512,-73.96826,Entire home/apt,150,4,15,0.32,1,0,medium
3367355,Jane,Manhattan,40.78451,-73.94939,Entire home/apt,150,1,0,0.0,1,0,medium
1112829,Erin,Brooklyn,40.70011,-73.92119,Private room,40,5,1,0.02,1,0,cheap
42535703,Fma,Manhattan,40.80025,-73.95519,Entire home/apt,295,3,32,0.7,2,0,expensive
965061,Roman,Brooklyn,40.71278,-73.96471,Private room,130,3,7,0.15,1,278,medium
2799733,Vinny,Manhattan,40.85296,-73.93527,Entire home/apt,147,7,27,0.78,1,294,medium
4671519,Sue,Brooklyn,40.71549,-73.94712,Entire home/apt,155,31,8,0.17,1,331,medium
5072735,Rory,Brooklyn,40.6854,-73.96741,Entire home/apt,150,7,0,0.0,1,0,medium
2928867,Irene,Manhattan,40.7354,-74.00861,Entire home/apt,179,2,10,0.22,1,0,expensive
42601948,Tyson,Manhattan,40.80115,-73.96043,Private room,60,1,0,0.0,1,0,cheap
4205261,Stephanie,Brooklyn,40.68667,-73.9676,Entire home/apt,104,2,15,0.39,2,100,medium
19510122,Frank,Brooklyn,40.65603,-73.95798,Private room,40,2,9,0.2,1,0,cheap
3958647,Yegor,Brooklyn,40.69955,-73.92225,Private room,90,3,0,0.0,1,0,cheap
7890158,Matthew,Manhattan,40.71373,-73.98465,Entire home/apt,80,3,16,0.34,1,1,cheap
7363236,Scott,Brooklyn,40.69715,-73.92865,Entire home/apt,85,25,2,0.04,1,0,cheap
42623155,Edward,Brooklyn,40.70343,-73.92538,Private room,75,10,1,0.02,1,0,cheap
22470446,Louise,Brooklyn,40.70803,-73.94868,Private room,45,3,2,0.04,1,0,cheap
40085749,Garvin,Brooklyn,40.63774,-73.93714,Private room,200,1,0,0.0,1,0,expensive
42660040,Henri,Manhattan,40.75513,-73.96446,Entire home/apt,180,4,20,1.46,1,13,expensive
42667448,Rachel,Brooklyn,40.71982,-73.94409,Private room,46,7,2,0.04,1,0,cheap
30283594,Kara,Manhattan,40.76145,-73.98556,Entire home/apt,203,30,0,0.0,121,365,expensive
30283594,Kara,Manhattan,40.7055,-74.00812,Entire home/apt,189,30,4,0.11,121,365,expensive
42691960,Marie,Manhattan,40.80557,-73.94618,Private room,39,4,14,0.3,2,0,cheap
9489975,Zac,Manhattan,40.7795,-73.94778,Entire home/apt,57,7,0,0.0,1,0,cheap
15585119,Ryan,Brooklyn,40.70111,-73.92935,Private room,65,1,1,0.02,1,0,cheap
42700722,Yudu,Manhattan,40.79985,-73.93836,Shared room,35,120,0,0.0,1,0,cheap
42701501,Ersellia,Brooklyn,40.72218,-73.93894,Entire home/apt,140,4,18,0.39,1,30,medium
1903737,Natalie,Brooklyn,40.69542,-73.93258,Private room,65,2,5,0.11,3,4,cheap
12483260,Chris,Manhattan,40.77343,-73.95651,Entire home/apt,118,1,1,0.02,1,0,medium
18655157,Phuong,Manhattan,40.74475,-73.98512,Shared room,55,5,32,0.69,3,0,cheap
42718751,Anita,Manhattan,40.76511,-73.96555,Entire home/apt,155,30,9,0.2,1,316,medium
17377835,Alex,Queens,40.74674,-73.91881,Entire home/apt,250,3,0,0.0,1,364,expensive
20739852,Jenn,Manhattan,40.79494,-73.97221,Entire home/apt,168,1,2,0.04,1,0,expensive
39156453,Yessenia,Brooklyn,40.66594,-73.98814,Entire home/apt,110,2,10,0.22,1,0,medium
16420179,Natasha,Brooklyn,40.68274,-74.00433,Entire home/apt,125,2,2,0.04,1,0,medium
5489956,Megan,Brooklyn,40.68886,-73.97687,Entire home/apt,125,3,3,0.06,1,0,medium
26163238,Nadalie,Manhattan,40.78856,-73.97368,Private room,115,1,1,0.04,1,0,medium
42788707,Filippo,Manhattan,40.71475,-73.99257,Entire home/apt,130,180,15,0.35,1,365,medium
1831760,Vishnu,Brooklyn,40.68334,-73.9847,Private room,64,7,1,0.02,1,0,cheap
23613165,Gia,Manhattan,40.75932,-73.96396,Entire home/apt,140,2,2,0.04,1,0,medium
202211,Pon,Manhattan,40.73284,-73.98511,Entire home/apt,160,2,1,0.02,1,0,medium
19668001,Marie,Brooklyn,40.71061,-73.94971,Private room,70,1,40,0.87,1,125,cheap
2035326,Katie,Manhattan,40.72873,-73.98399,Entire home/apt,225,2,2,0.04,1,0,expensive
32441059,Cory,Queens,40.768,-73.92429,Entire home/apt,70,2,13,0.28,1,159,cheap
23075765,Amandine,Brooklyn,40.7151,-73.96037,Private room,60,1,2,0.04,1,0,cheap
9659956,Alexandra,Brooklyn,40.7027,-73.92811,Entire home/apt,120,1,2,0.04,1,0,medium
19058116,Sarah,Brooklyn,40.7105,-73.94693,Private room,50,1,3,0.08,1,0,cheap
3250450,Petya,Queens,40.75547,-73.91867,Private room,37,15,12,0.26,18,361,cheap
722831,Jennifer,Manhattan,40.75165,-74.00074,Entire home/apt,225,29,9,0.24,1,280,expensive
1106804,Ari,Manhattan,40.7281,-73.98106,Entire home/apt,250,31,2,0.04,1,358,expensive
37670256,Elaine,Manhattan,40.75245,-73.98442,Entire home/apt,170,1,3,0.07,1,0,expensive
10606799,Craig,Manhattan,40.76777,-73.96393,Entire home/apt,299,7,0,0.0,1,0,expensive
8301365,Jacob,Manhattan,40.74553,-73.97302,Private room,100,6,5,0.14,1,25,cheap
42911814,Chris,Brooklyn,40.70788,-73.9426,Private room,50,10,3,0.09,1,0,cheap
3228421,Ilton,Manhattan,40.73319,-74.00502,Entire home/apt,205,3,47,1.01,1,262,expensive
16746108,April,Manhattan,40.81993,-73.94704,Private room,45,2,0,0.0,1,0,cheap
41059169,Alex,Brooklyn,40.7124,-73.96314,Entire home/apt,90,3,17,0.36,3,77,cheap
3692257,Tasia,Brooklyn,40.64423,-73.98019,Private room,49,1,1,0.02,2,0,cheap
13164593,Majd,Manhattan,40.80266,-73.96465,Private room,88,1,0,0.0,1,0,cheap
17478311,Stephen,Manhattan,40.72573,-73.97926,Entire home/apt,129,3,5,0.11,1,0,medium
42942193,John,Manhattan,40.73845,-73.9795,Entire home/apt,165,3,2,0.04,1,0,expensive
4983838,Rebecca,Brooklyn,40.68499,-73.93918,Entire home/apt,103,7,14,0.31,1,13,medium
42951928,Prashanth,Manhattan,40.76205,-73.9845,Private room,49,1,8,0.18,1,0,cheap
42959506,Vapee,Manhattan,40.76127,-73.99181,Entire home/apt,245,4,55,1.29,1,261,expensive
27362570,Autumn,Queens,40.70136,-73.89608,Private room,52,1,4,0.09,1,0,cheap
7849109,Victoria,Brooklyn,40.68041,-73.92972,Entire home/apt,280,1,1,0.02,1,0,expensive
9835167,Abby,Manhattan,40.78143,-73.98638,Entire home/apt,120,3,0,0.0,2,0,medium
33747092,Tom,Brooklyn,40.6795,-73.90899,Private room,30,7,0,0.0,1,0,cheap
22221590,Danny,Brooklyn,40.68967,-73.98664,Entire home/apt,150,3,0,0.0,2,0,medium
2126994,Andres,Manhattan,40.80679,-73.94408,Private room,62,3,5,0.11,1,0,cheap
18223173,Kelly,Manhattan,40.72777,-73.98545,Entire home/apt,195,1,0,0.0,1,0,expensive
24430182,Carole,Manhattan,40.74318,-73.9982,Entire home/apt,129,1,6,0.13,1,0,medium
7950356,Liz,Brooklyn,40.66766,-73.98257,Entire home/apt,175,2,10,0.25,1,0,expensive
43007744,Ardis,Queens,40.77433,-73.91734,Private room,80,4,32,0.72,1,303,cheap
12796091,Rebeckah,Brooklyn,40.67658,-73.95786,Entire home/apt,90,3,14,0.3,1,0,cheap
8860559,James,Brooklyn,40.70939,-73.95155,Private room,77,4,1,0.02,1,0,cheap
5983145,Benjamin,Brooklyn,40.69867,-73.91134,Entire home/apt,120,30,51,1.28,1,202,medium
24982391,Maythem,Brooklyn,40.71248,-73.96379,Private room,90,1,5,0.11,1,0,cheap
1740952,Kaila,Brooklyn,40.68355,-73.94129,Entire home/apt,180,2,1,0.02,1,0,expensive
43034440,Michelle,Brooklyn,40.65961,-73.96177,Entire home/apt,100,30,43,0.94,1,43,cheap
10134825,Kara,Manhattan,40.7146,-73.98423,Private room,89,3,5,0.11,4,0,cheap
19966390,John,Manhattan,40.72845,-73.97989,Entire home/apt,200,2,3,0.06,1,0,expensive
28888685,Shakeh,Manhattan,40.72528,-74.00223,Private room,72,2,5,0.11,1,0,cheap
10134825,Kara,Manhattan,40.71358,-73.98456,Entire home/apt,250,3,0,0.0,4,0,expensive
43052750,Pat,Manhattan,40.70956,-74.01605,Entire home/apt,165,30,6,0.13,1,43,expensive
43075550,Leyla,Manhattan,40.72018,-74.00981,Private room,100,1,18,0.38,1,31,cheap
11315661,Angel,Brooklyn,40.68742,-73.92198,Private room,90,1,0,0.0,1,0,cheap
41087164,Jordan,Manhattan,40.71349,-73.98473,Private room,90,10,8,0.17,1,0,cheap
43082153,Ema,Manhattan,40.75249,-73.96866,Entire home/apt,120,4,3,0.06,1,0,medium
6816235,Maggie,Manhattan,40.71977,-73.98176,Private room,100,1,0,0.0,1,0,cheap
43091823,Elizabeth,Manhattan,40.72362,-73.98519,Entire home/apt,120,5,0,0.0,1,0,medium
9862206,Devon,Brooklyn,40.71697,-73.95919,Private room,70,1,19,0.41,1,0,cheap
19990876,Sharan,Brooklyn,40.68389,-73.95557,Private room,80,3,4,0.09,1,0,cheap
2881763,Miguel,Manhattan,40.73921,-73.99717,Entire home/apt,220,2,3,0.06,1,0,expensive
6101617,Joe,Brooklyn,40.65845,-73.96131,Entire home/apt,89,4,3,0.07,1,0,cheap
1510638,Alessandro,Queens,40.75535,-73.91397,Entire home/apt,135,7,2,0.04,1,157,medium
19982835,Maria,Manhattan,40.79965,-73.95446,Entire home/apt,150,2,13,0.28,1,362,medium
20912691,Jeff,Queens,40.71036,-73.78261,Private room,50,2,24,0.95,7,0,cheap
43119699,Shea,Manhattan,40.78222,-73.94791,Entire home/apt,100,1,1,0.02,1,0,cheap
41466973,Christopher,Manhattan,40.75849,-73.9907,Entire home/apt,200,2,1,0.02,1,161,expensive
40336543,Simon,Queens,40.76211,-73.92894,Private room,100,1,1,0.02,2,364,cheap
3692257,Tasia,Brooklyn,40.64277,-73.97947,Entire home/apt,81,1,1,0.02,2,0,cheap
12485696,Julien,Manhattan,40.71343,-73.99532,Private room,60,2,3,0.07,1,0,cheap
14196588,Julia,Manhattan,40.77914,-73.94965,Entire home/apt,180,14,0,0.0,1,0,expensive
24982697,Fidelia,Brooklyn,40.64355,-74.01908,Private room,70,7,13,0.28,2,326,cheap
27990825,Sophie,Brooklyn,40.70128,-73.92666,Private room,45,2,7,0.15,2,0,cheap
9511935,Jocelyn,Manhattan,40.76641,-73.94561,Shared room,45,1,1,0.02,1,0,cheap
20538121,Michelle,Brooklyn,40.68372,-73.95551,Entire home/apt,45,2,7,0.15,1,14,cheap
37563411,Andrew And Talia,Brooklyn,40.6683,-73.94977,Entire home/apt,110,1,5,0.12,3,0,medium
37563411,Andrew And Talia,Brooklyn,40.6682,-73.94927,Private room,65,14,0,0.0,3,0,cheap
10963050,Dave,Manhattan,40.73178,-73.98842,Entire home/apt,250,2,48,1.07,1,211,expensive
43175172,Keith,Manhattan,40.7066,-74.00396,Private room,120,1,2,0.04,1,0,medium
30283594,Kara,Manhattan,40.76391,-73.95938,Entire home/apt,249,30,2,0.1,121,273,expensive
2182167,Mez,Brooklyn,40.71288,-73.94137,Private room,80,2,2,0.04,1,0,cheap
56350,Steven,Manhattan,40.75463,-73.97445,Entire home/apt,124,2,14,0.42,1,0,medium
22751337,Philip,Brooklyn,40.69262,-73.97245,Entire home/apt,175,3,2,0.04,1,0,expensive
6898461,Marie,Brooklyn,40.70511,-73.91755,Private room,45,1,0,0.0,1,0,cheap
3663218,John Conor,Brooklyn,40.71321,-73.94099,Private room,60,1,0,0.0,2,0,cheap
333195,Anne,Brooklyn,40.68326,-73.99327,Entire home/apt,115,3,27,0.58,1,166,medium
1597935,Elyse,Brooklyn,40.67697,-73.97069,Entire home/apt,99,7,11,0.24,1,0,cheap
43203249,Gina,Queens,40.74715,-73.91104,Private room,75,7,1,0.04,1,364,cheap
13184549,Mila,Manhattan,40.77569,-73.95202,Entire home/apt,140,7,3,0.06,1,0,medium
31804977,Laura,Manhattan,40.82488,-73.94472,Private room,75,4,0,0.0,1,0,cheap
13871584,Pj,Queens,40.74693,-73.90146,Private room,132,1,0,0.0,1,0,medium
2808153,Basil And Jacqueline,Manhattan,40.80577,-73.94708,Private room,120,2,11,0.25,2,263,medium
2808153,Basil And Jacqueline,Manhattan,40.80565,-73.94621,Entire home/apt,150,2,13,0.42,2,271,medium
10473601,Fabiana,Manhattan,40.7734,-73.95832,Entire home/apt,150,5,11,0.24,1,0,medium
13076168,Jaimie,Brooklyn,40.67889,-73.9481,Private room,49,14,9,0.2,1,0,cheap
7430851,Aaron,Brooklyn,40.68791,-73.97438,Entire home/apt,110,2,2,0.04,1,0,medium
43226806,Jacqueline,Manhattan,40.80214,-73.95325,Private room,65,6,1,0.03,1,0,cheap
24128401,Yonatan,Brooklyn,40.71387,-73.95697,Entire home/apt,190,13,1,0.02,1,0,expensive
43257501,Tara,Manhattan,40.77795,-73.9825,Entire home/apt,125,2,1,0.02,1,0,medium
32791632,Pratik,Manhattan,40.77354,-73.98462,Private room,92,2,21,0.46,1,39,cheap
11268108,Meredith,Brooklyn,40.71468,-73.93774,Entire home/apt,100,2,0,0.0,1,3,cheap
10387090,Luis Enrique,Brooklyn,40.68358,-73.90884,Private room,36,20,0,0.0,5,346,cheap
3039478,Leela,Brooklyn,40.69352,-73.94376,Entire home/apt,325,5,9,0.21,1,0,expensive
4307662,Umar,Manhattan,40.72555,-73.97713,Entire home/apt,120,4,3,0.07,1,0,medium
1194064,Alexandra,Brooklyn,40.70788,-73.95106,Private room,60,5,1,0.02,1,0,cheap
9911159,Vicky,Manhattan,40.79505,-73.93925,Entire home/apt,175,3,24,0.52,1,0,expensive
17686601,Lauren,Manhattan,40.76365,-73.98484,Private room,155,1,0,0.0,1,0,medium
43286973,Ivory,Brooklyn,40.71887,-73.96069,Entire home/apt,120,1,0,0.0,1,0,medium
4998154,Minka,Brooklyn,40.73266,-73.95841,Private room,80,3,0,0.0,1,0,cheap
27990825,Sophie,Brooklyn,40.70015,-73.92693,Private room,45,2,1,0.02,2,0,cheap
43299973,Alex,Queens,40.70468,-73.90553,Private room,40,2,1,0.02,1,0,cheap
43302952,Monty,Brooklyn,40.66383,-73.92706,Shared room,95,2,7,0.15,1,238,cheap
13563861,Mandi,Brooklyn,40.67211,-73.94947,Entire home/apt,200,2,0,0.0,1,0,expensive
43298076,Gordon M,Manhattan,40.8224,-73.95402,Private room,42,2,34,0.73,4,101,cheap
1177497,Jessica,Brooklyn,40.68971,-73.96695,Private room,199,1,20,0.45,11,365,expensive
42849963,Anne,Manhattan,40.75383,-73.99536,Entire home/apt,190,30,4,0.09,1,9,expensive
19379151,David,Brooklyn,40.6766,-73.95987,Entire home/apt,75,3,21,1.06,1,0,cheap
43361668,Lia,Brooklyn,40.71923,-73.95204,Private room,98,1,31,0.67,1,343,cheap
43371802,Sinaly,Brooklyn,40.62802,-73.92729,Private room,130,4,9,0.2,5,365,medium
43370599,John,Manhattan,40.81243,-73.9392,Entire home/apt,250,1,0,0.0,1,89,expensive
11004198,Caroline,Manhattan,40.72057,-73.97997,Entire home/apt,125,31,2,0.04,1,204,medium
37440683,Ben,Manhattan,40.77832,-73.98069,Entire home/apt,225,2,0,0.0,1,0,expensive
41962603,Dmitry,Brooklyn,40.6972,-73.92697,Private room,96,3,0,0.0,1,0,cheap
43390488,Valvil,Brooklyn,40.64438,-73.95408,Private room,55,5,4,0.09,1,89,cheap
43330303,Cristian,Manhattan,40.85369,-73.93187,Private room,68,3,8,0.2,2,160,cheap
481603,Lindsey,Brooklyn,40.69017,-73.91291,Private room,45,15,0,0.0,1,0,cheap
7853503,Lindsay,Queens,40.7713,-73.92628,Entire home/apt,140,1,2,0.05,1,0,medium
37440412,Rebecca,Manhattan,40.76016,-73.98929,Entire home/apt,160,4,5,0.11,1,0,medium
13716326,Oran,Brooklyn,40.70828,-73.95246,Private room,77,7,1,0.02,1,0,cheap
43434198,Dee,Brooklyn,40.72784,-73.94937,Private room,90,1,1,0.02,1,0,cheap
8332684,Mostafa,Manhattan,40.71868,-73.99036,Entire home/apt,208,13,1,0.02,1,0,expensive
43446271,Crystal  Allan,Manhattan,40.80204,-73.95794,Private room,100,2,21,0.45,1,79,cheap
36192346,Robert,Manhattan,40.85415,-73.93108,Private room,40,2,9,0.2,1,0,cheap
13407785,Frank And Anna,Bronx,40.81476,-73.80001,Entire home/apt,325,2,44,2.23,1,153,expensive
43461780,Andrew,Manhattan,40.73618,-74.00201,Private room,109,1,0,0.0,1,0,medium
21628945,Keith,Brooklyn,40.68167,-73.92525,Private room,69,3,13,0.28,2,333,cheap
6865699,Yuxi,Queens,40.75363,-73.93463,Private room,80,3,1,0.02,1,0,cheap
43494916,Tilly,Brooklyn,40.67791,-73.95337,Entire home/apt,80,3,0,0.0,2,0,cheap
22384027,Shahana,Brooklyn,40.67065,-73.91643,Private room,39,1,45,0.97,10,158,cheap
123713,Alexandra,Brooklyn,40.68178,-73.94179,Entire home/apt,200,2,1,0.02,1,0,expensive
19963678,Erin,Brooklyn,40.70299,-73.92648,Private room,50,1,4,0.09,1,0,cheap
43534773,Christine,Brooklyn,40.65585,-73.99918,Entire home/apt,100,1,1,0.02,1,0,cheap
5973406,Andrew,Brooklyn,40.66826,-73.98223,Entire home/apt,85,30,26,0.56,2,282,cheap
43549138,Romona,Manhattan,40.74123,-73.97731,Entire home/apt,135,7,2,0.04,1,0,medium
37376980,Jared,Manhattan,40.78086,-73.94974,Entire home/apt,135,14,3,0.07,1,0,medium
43583032,Stephanie,Bronx,40.84328,-73.88173,Private room,79,1,3,0.16,1,179,cheap
32277262,Mickey,Manhattan,40.72305,-73.98834,Private room,150,2,10,0.31,1,0,medium
983006,Gabriela,Brooklyn,40.68632,-73.95093,Private room,38,2,2,0.04,1,0,cheap
43590457,Michael,Queens,40.76599,-73.91777,Private room,75,3,0,0.0,1,0,cheap
21148770,Ian,Queens,40.70995,-73.90959,Entire home/apt,170,4,6,0.13,1,0,expensive
43600713,Julie,Manhattan,40.82137,-73.94769,Private room,70,2,57,1.48,1,188,cheap
43601551,Anamaria  Ricardo,Manhattan,40.78987,-73.94883,Private room,75,2,13,0.28,2,325,cheap
3959655,Eric And Aoife,Brooklyn,40.65106,-73.97704,Entire home/apt,99,20,30,0.65,2,65,cheap
2417692,Verena,Queens,40.75748,-73.91221,Private room,100,15,15,0.32,2,61,cheap
38465372,Nadege  Charles,Brooklyn,40.6869,-73.99741,Entire home/apt,225,3,38,0.96,1,135,expensive
1804684,Daniel,Brooklyn,40.69487,-73.93884,Private room,67,60,6,0.13,1,266,cheap
43628713,Ed,Manhattan,40.80801,-73.9486,Private room,180,3,18,0.39,1,362,expensive
1017231,Susan,Manhattan,40.82755,-73.93787,Entire home/apt,125,3,8,0.17,1,1,medium
43633040,Nika,Queens,40.76086,-73.92604,Entire home/apt,85,3,25,0.55,1,0,cheap
9597454,Robin,Manhattan,40.77001,-73.95691,Private room,175,2,3,0.08,1,0,expensive
32379616,Fabiola,Bronx,40.88301,-73.85452,Private room,65,5,17,0.4,2,123,cheap
43635876,Denise,Brooklyn,40.64077,-73.99268,Private room,52,2,6,2.09,1,90,cheap
424343,Melissa,Manhattan,40.85911,-73.928,Entire home/apt,85,3,3,0.07,1,0,cheap
43371802,Sinaly,Brooklyn,40.62841,-73.92591,Private room,130,4,3,0.07,5,364,medium
43645608,C,Manhattan,40.76128,-73.99617,Entire home/apt,189,2,39,0.86,1,37,expensive
21628945,Keith,Brooklyn,40.68223,-73.9269,Entire home/apt,121,2,16,0.42,2,0,medium
43669213,Jasmine,Brooklyn,40.70309,-73.94788,Private room,150,1,4,0.09,1,363,medium
